author,date,comment
rvator4,2007-02-10 23:36:35+00:00,i have to agree with you i have a tl with nav and i would never purchase one again in the car we have used it soooooo few times i will buy a portable one and take it from car to car from now onlike someone else said when it becomes std equipment for 400 extra i might consider itthe portable one in my airplane sure gets used a lot though never leave home without it stay out of those controlled airspace areas
fedlawman,2007-02-11 02:41:05+00:00,you never leave class g
allargon,2007-02-11 03:30:32+00:00,every ellps has navigation availablemobile link do you mean bluetooth the only one that lacks it is the cadillac ctssighdvd in the center stack the lexus is is the only ellps that has it if you are willing to go preowned you can look at the cadillac sts and the infiniti m both of those allow playing of dvd movies through their center screensmp3s mp3s on cd or an aux jack all of the ellps play mp3 cds current ctss dont do this without aftermarket this will be resolved for the 2008 model yearpremium sound thats highly subjective toyota has a premium sound 9speaker jbl option on the prius it doesnt even include a subwooferdallas you can get great deals up there if they wont play in dallas check with the dealers in houston or san antonio i doubt the austin dealers other than acura will be cheaper than dallas since theres so little competition heregood luck
rockylee,2007-02-11 12:04:32+00:00,08 cts will have bluetooth 40 gig hard drive w bose 51 swivel bixenon headlamps double sunroof special noice cancelation hood made of aluminum ventilated seats heated fr seats satnav that telescopes up out of stack and when not in use it displays nonnav info directinjection vertical led light pipes perforated noice cancelation material in tailpipes these are to name a few rocky
kdshapiro,2007-02-11 14:32:24+00:00,and what would want to entice me to buy this car no doubt the cts will appeal to diehard cts fans but i think cadillac will go under when bmw releases its triturbo 345i model slated as a 2010 model sporting 1000hp1000 torque it signals a new era for the 3 series and for bmw it will run a combination of gasdiesel and or hydrogenthat car is rumored to have 1 terabyte of solidstate memory with a pciexpress uplink bus as the nervefiber that connects all components its brain is rumored to be quadcore intel chips run linuxmobile it will have 35 speakers on the logic10 system will support 102 surround sound it will also support hddvd and bluray audio discsmore details to follow
pv2,2007-02-11 14:38:54+00:00,suggest that posts to this board stick with currently available cars imho too often features that are projected to appear on future cars dont arrive or have different characteristics next maybe well be projecting performance figures like one car magazine has already done lets have a dose of reality this board is valuable for perspectives of those who actually own or have driven some of the curren ellps not the hyperbole of marketerspv2
rockylee,2007-02-11 15:27:56+00:00,i agree with pv2 and will also add based on bmws track record i doubt half of that technology you listed really works and bmws reliability track record suggests that kind of car will spend most of its time in the shop while im out cruising in my poor cts btw cost of that car wont put it in the ellps segment as it would cost sixseven figures but perhaps in 3 years we will allow cars in that price segment to to be considered as a ellps p rocky
circlew,2007-02-11 15:38:57+00:00,electric and hybrid technology will obviate the engine as we know it this will happen in all segments projecting no changes except more power current performance numbers and styling cues gets quite boring just like the us auto industry i love seeing all of those 12 mpg suvs just sitting there on gms and ford s dealer lots i do not see that at bmw lexus and infinity this tells me the bleeding continues which will force major changes that just are inevitablelets project the future in what we really want to see happen in the ellps of the future as well as what is happening nowjust my opinionregardsow
rockylee,2007-02-11 15:48:20+00:00,this tells me the bleeding continues which will force major changes that just are inevitableim not sure where you live ow but i dont see that problem in my neck of the woodsi think in the near future you will witness a policy change that will reverse the fortunes that is a topic for another discussion gm is doing very well here in the texas panhandle and many friends are excited about the 08 ctsrocky
habitat1,2007-02-11 16:57:53+00:00,i guess you and rocky were a little too slow to see that kdshapiro was exercising a little satiric humor with his post about the 1000 hp 345i confuse its not kd or me or others here but rather rocky that seems to be the one constantly living in the future hoping against history that somehow gm and fords next generation of vehicles wont be as pitifully uncompetitive as the current batch or previous 23 decades worthrocky if gm is doing just fine on the texas panhandle thats great but i have at least two former business school classmates that have higher net worths than the market capitalization of ford and gm they are not doing well on any level of business metric in my opinion the future if there is one of american car manufacturers no longer rests with ford or gm as we know them its time for a new compnay to be created by business and engineering professionals backed by private equity to develop and produce cars truly competitive with bmw honda and porsche the gm and ford images have gotten to be far too heavy baggage not to mention their legacy labor and management problems
rockylee,2007-02-11 17:16:40+00:00,habitatyou ran that story of how rich your buddys by me a few months ago i know you rub elbows with the trumps hiltons gates cough bs well im not sure what this all has to do with ellpss but when i was referring to the 08 cts it was a realistic car and sited sources to back me including edmunds i know kdshapiro was enjoying the oppertunity to lob a cheap shot my way as i dont post much in the ellps forum well im sure you enjoyed it and maybe your uncle who you will claim is the sultan of dubai will buy you one of those bmw 345is before they come out via hitting speed dial to stuggart rocky
allargon,2007-02-11 18:35:10+00:00,rocky im hoping gm and even ford succeeds as much as you do however you post in the ellps forum quite a lot i have to call you on that onei do need to make a correction the current cadillac cts does play mp3 cds it just doesnt have an aux jack for mp3minidischandheld music players like pretty much every mass market car thats not a porsche does yes it will be resolved w the 2008 cts that wont be out until augsept so its not available now therefore it doesnt have it
circlew,2007-02-11 18:37:55+00:00,i do not see a us stamp on any future next gen technology except the privete firms that habitat1 relates here is an example that will no doubt come to a 3er real soonbmw has announced the introduction of the new bmw hydrogen 7 the worlds first hydrogendrive luxury performance automobile the car a vehicle that has undergone the regular product development process will be built in a limited series in europe and driven in the us and other countries by selected users in 2007that is why gm and ford will morph into an international real soon my guess is 2010regardsow
plekto,2007-02-11 22:00:33+00:00,what i find interesting is that so many peolpe are deriding cadillac for things like nav and bluetooth and awd andwhat part of entrylevel isnt sinking inentrylevel at 30k certainly can suffer from a few less frills imo
designman,2007-02-11 22:17:47+00:00,here is an example that will no doubt come to a 3er real soonbmw has announced the introduction of the new bmw hydrogen 7 the worlds first hydrogendrive luxury performance automobile the car a vehicle that has undergone the regular product development process will be built in a limited series in europe and driven in the us and other countries by selected users in 2007 dont hold your breath hydrogen internal combustion engines are going nowhere in the near future theres hardly any hydrogen to put in them and creating an infrastructure is expensive and problematic
joe131,2007-02-11 22:29:16+00:00,how about including a device near the motor which would cheaply and efficiently remove hydrogen from the water in the water fuel tank that hydrogen could be used to explode in the motor exhaust gasoxygen and water vaporits been done before but it got its inventor mr meyer murdered
circlew,2007-02-11 22:50:28+00:00,dont hold your breathpretty soon without a change from the petroleum dependance and air pollution we will not be able to take one let alone hold onei agree the infrastructure isnt there and would take time to build but if you add this tech to the hybrid and later pure electric propulsion we can and will make clean transportation reality how many 3 series would be sold if one could plug them in overnight better yet as energy cell tech is perfected we could plug our houses into the car after a long days driveit reminds me of the insurance commercial with the cave menits so easy readinevitable a cave man could make it happen after all they did invent the wheel whose earliest version was the first runflat ever used wilma regardsow
pmaenter,2007-02-12 03:00:51+00:00,im in the market for a slightly used 06 or 05 g sedan but notice that prices range considerably not necessarily linked to mileage are there different and preferred pkgs that i should be looking for thanks
tlong,2007-02-12 04:58:52+00:00,how about including a device near the motor which would cheaply and efficiently remove hydrogen from the water in the water fuel tank that hydrogen could be used to explode in the motor exhaust gasoxygen and water vaporexcuse me while i hahahahah uh it takes the same amount of energy to separate the water into hydrogen and oxygen as you get back when you burnt the hydrogen to produce the same water again aint going to happen unless you want to power that with gas or something silly like that
joe131,2007-02-12 05:39:43+00:00,your statement same amount of energy to separate the water into hydrogen and oxygen as you get back when you burnt the hydrogen has no basis in fact at all there is no reason for you to think the two would be equal granted many devices which can disassociate hydrogen from water use more electricity than it would have taken to power the car with electricity in the first place but not all devices are so wasteful of electricityand another thing those of you touting all electric pollution free cars may be disappointed to find out that some of the electricity producers pollute the air and water to make that electricity needed to charge the cars
tlong,2007-02-12 08:14:58+00:00,granted many devices which can disassociate hydrogen from water use more electricity than it would have taken to power the car with electricity in the first place but not all devices are so wasteful of electricitythis is basic thermodynamics the energy required to decompose water2h20 h2 2o2is exactly the same amount of energy you get back when you burn the hydrogenh2 2o2 2h20but since no machines are thermodynamically perfect you in fact would get less energy back than you spent in the decomposition of the water in the first place if this were not the case and dont we all wish that were the case then you could build a perpeptual motion machineyou can use electricity gasoline solar power nuclear energy but you are not going to get more energy out of burning the hydrogen than you had to put in to decompose it in the first place that is why hydrogen is best thought of as a carrier of energy not a source of energyplease show me the devices you mention that are not so wasteful of electricity this sounds like nobel prize winning material as new physical laws have been discovered
joe131,2007-02-12 08:41:58+00:00,i dont have one of those devices so i cannot show you mr meyer did and was murdered because of it do a google search
shipo,2007-02-12 12:41:48+00:00,oh puleeze mr stanley meyer was a con artist who singularly failed in his attempts to repeal the laws of thermodynamicsprevious statementshow about including a device near the motor which would cheaply and efficiently remove hydrogen from the water in the water fuel tank that hydrogen could be used to explode in the motor exhaust gasoxygen and water vapor its been done before but it got its inventor mr meyer murderedhark conspiracy theorists unite here is another cause clbregranted many devices which can disassociate hydrogen from water use more electricity than it would have taken to power the car with electricity in the first place but not all devices are so wasteful of electricitynope the laws of physics and thermodynamics are quite rigid and dont bend even for the likes of mr meyeri dont have one of those devices so i cannot show you mr meyer did and was murdered because of it do a google searchmurdered youve got to be kidding the dude was found to be a fraud in a court of law in 1996 and died of a cerebral aneurysm a couple of years later what perpetual motion machine what murder didnt happen and didnt existbest regardsshipo
habitat1,2007-02-12 12:42:03+00:00,please show me the devices you mention that are not so wasteful of electricity this sounds like nobel prize winning material as new physical laws have been discovered agreed and from the looks of it we have a few more posters in need of remedial physics and chemistry courses than are candidates for the nobel prize attempting to first split water into hydrogen and oxygen and then recombining them to produce energy is a significant net energy loss as that first step is very energy inefficient producing hydrogen from natural gas is more efficient but requires the burning of fossil fuels the company h2gen based in alexandrai virginia is one of the leaders in the development of hydrogen fuel cell technology if anyone cares to learn a little more google their web site
pat,2007-02-12 13:29:01+00:00,try this discussion infiniti g35 sedan
rockylee,2007-02-12 15:15:35+00:00,however you post in the ellps forum quite a lot i have to call you on that one i use to post here quite a bit which i admit i dont as often because of certain circumstancesrocky
kdshapiro,2007-02-12 15:45:25+00:00,i also agree lets talk about what can be bought in the showroom todayas far as your projection of bmw reliability you have blueguys perspective on one end and my perspective on the other as far as cts quality im sure you understand that surveys tell the whole story right so if you think youll be cruising around while my bmw is in the shopthink again bmws will go the distance much more readily than a cadillacand youre right about the 6 figure 3 series not being an ellps just like the cts which isnt an ellps eitheri stopped posting here as well was very bored of the cts hyperbole
imidazol97,2007-02-12 17:54:25+00:00,the benchmarks which define this are the bmw 330 and the audi a4 30 but there are many contenders such as acura tls chrysler 300m jaguar xtype infiniti i35 mercedes cclass volvo s60 t5 some companies have contenders that emphasize performance lexus is300 or luxury lexus es300 and the field is continously growing with the recent additions being the cadillac cts and infiniti g35 the common charateristics of this entry level perfomance luxury group seem to be a price around 30 to 40k us dollars and 060 times between six and eight secondsi quote from post 1 originating this discussion
rockylee,2007-02-12 17:57:28+00:00,what the cts doesnt fit the bill of a ellps car now good god well imho and others the lincoln mkz is here today and is a legit entrylevel luxury perforance sedan it has a v6 with 263 hp that out powers the acura tl it also has fwd like the acura tl and it also has a more sportier 6speed automatic where the tl just has a 5 speed the other sporty option on the mkz is the fact that it has a sport suspension and can be bought with awd which improves handling on the luxury side of the equation the mkz has the only ventilated seats in the segment with the exception of lexus is 350 the mkz also offers its customers a 500 watt thx ii dvdaudio surround sound system which is more powerful than any of the competitors it won awards as having the best luxury car interior by wards so in summary if you want a ellps that offers just enough sport with even more luxury at a inexpensive price lincoln has built you a car rocky
rockylee,2007-02-12 17:59:24+00:00,well that fits the mkzs criteria rocky
blueguydotcom,2007-02-12 17:59:49+00:00,so in summary if you want a ellps that offers just enough sport with even more at a inexpensive price lincoln built you a carmuhahahahahahahahaha
rockylee,2007-02-12 18:01:56+00:00,muhahahahahahahahahawhat is that suppose to mean rocky
laurasdada,2007-02-12 18:16:42+00:00,i think it means that he respectfully disagreesbut im sure hell elaborate
blueguydotcom,2007-02-12 18:17:39+00:00,the idea of calling a lincoln a entry lev lux sport sedan is humorous very humorous its a fwd lincoln built on a 67 year old mazda chassis
rockylee,2007-02-12 18:23:13+00:00,color blue graphiteinterior black wnappa leather seat trimbase msrp134 32130 destination fee 640 blue graphite nc driver front passenger sport seats std bixenons headlights wafs 950 dynaudio premium sound system 1000 dvd navigation wipod adapter 1800 adaptive cruise control 975 rear side airbags 350 rubber mats set of 4 trunk liner 185 rear spoiler 479 ground effects kit 1650 sirius satellite radio std nappa leather seat trim std package 1 sport 4030 leatherwrapped gearshift knob boot std 3spoke leatherwrapped sport steering wheel std brushed aluminum trim std manual side rear sun shades std automatic headlights wcoming home feature std climatronic dualzone automatic climate control std fog lights std heated front seats 225 heated washer nozzles std homelink garage door opener std park distance control std rain sensing wipers std trunk storage net std selfdimming rearview mirror std power heated memory side mirrors std wheels 8j x 18 samarkand alloy 600 sport suspension std ipod adapter 199 total msrp 44189 now this is a very safe ellps and offers many features not found on bmws mercedes cclass acura tl infiniti g35 to just name a few when this car debuted in motor trend they said it was like riding in a bank vault i see quite a few of them roaming the streets of the texas panhandle rocky
rockylee,2007-02-12 18:26:13+00:00,i respect his opinion but ive seen many forum posters elaborate how the acura tl is a ellps and i just proved why the mkz is a ellps for once and all just mine and a few others opinions and its hard to argue facts rocky
circlew,2007-02-12 18:41:33+00:00,you have me in stiches
ggesq,2007-02-12 18:46:52+00:00,i didnt see optional 6 speed manual tranny in your description of the mkz did you miss that orwait it doesnt come with one surprise i guess your back to blatantly disregarding the hosts request to keep the mkz out of here huh
blueguydotcom,2007-02-12 19:03:42+00:00,really the cts lincoln etc are punchlines for many of us theyre not considered for a variety of reasons so why not create a forum that allows for pseudo performance sedans like the mkz
rockylee,2007-02-12 19:10:19+00:00,why create a whole seperate one when this one is so well established there isnt a large enough crowd for 2just because you hate american cars and the cts will challenge the best from europe and japan doesnt mean its a pseudoperformance car the mkz is just as quick as a acura tl and you want the mkz banned and the tl to stay i will say one thing good about you that you dont try to hide your bias im following the rules given to me today why dont you create another forum where you can specifically list the cars you want to talk about you dont have to click on the cts or mkz icon either rocky
plekto,2007-02-12 19:24:01+00:00,you have to be kidding entrylevel is exactly that everything from 2535k after discounts that qualifies as even a little bit of luxury and a decent amount of sportiness above a buickcamryetc commuterbox if you are talking about mainstream luxury performance carsnote the lack of entrylevel then youve come to the wrong discussion complaining that the cts and mkz dont fit they plainly do welcome to the bottomendentrylevel of luxury performance carsiirc based upon the original posting this comes down to 2535k after rebates definately not 40k thats the next level has more luxury than an accordcamrypontiacetc has a sporty suspension and good handling well better than a buick or camry in any case manual transmission is an option no convertibles 4 doos preferred 2 okay if its like the old 2door volvo sedansits the exact same car as a sedan just with two doors instead of 4 no hatchbacks crossovers or simmilar of course pretty much anything else is okay note the utter lack of fwdrwdawd sizewithin reason a dts isnt going to really work lol or brand traction control stability control navigation alloy wheels leather also not on the list nice but optionala base 3 series is acceptable for instance the upperend 3 probably not though its just too expensive for a first time buyer in this segment to usually buy otoh if bmw is running a killer financing program that get the upperend 3 series down around the same payments as 35k btw yes the mkz technically fits here its not what most of use would like to see from ford as an effort but it passes the required minimums
pat,2007-02-12 19:27:14+00:00,that the opening post of this discussion was made five years ago inflation over that period of time should increase the pricepoint that was defined then it seems to mealso remember that just because a car is included here you dont have to talk about it if you dont want to and you dont have to respond to posts that do
qbrozen,2007-02-12 19:28:43+00:00,i didnt see optional 6 speed manual tranny in your description of the mkz did you miss that orwait it doesnt come with one surprise sorry rock but i have to agree hereno manual gear selection no sport and no the selectable slushboxes that they try to pass off as sporty these days dont qualify eitherunfortunately the standard tl no longer has a manual but since the type s is still well under 40k i think it is still validanyway discuss what you will my opinion is what it is
circlew,2007-02-12 19:28:47+00:00,we have room here for all opinions just do not get offended i owned a lincoln ls and it was great but lacking is some key performance areas why did lincoln kill it because the platform was too old probably i assume the mkz is the answerall i can tell you is i can feel the development in this bmw unlike any other nameplate i owned from gmforddcx look at it like this camaro killed resurrectedfirebird killed grand prix never developed killed maybe resurrected ford taurus considered the sho but abysmal quality track record killed resurrected as 500there is no lifeline to truly evolve each model and keep loyalty how can you keep brand loyalty when you are so inconsistent the corvette and mustang are the only evolved nameplates in the us muhahahahaha just kiddingchallenger killed resurrected for shiporegardsow
plekto,2007-02-12 19:36:44+00:00,ah thought the mkz had stick sigh that item is and was never negitiable even if its a specialorder option it has to be thereyoull note that the saabs and volvos pretty much can come with stick though so many of them would qualify a nice step above your typical car the grand prix with the v8 certainly has the power and suspension to qualify but its eerily like the rx8 its a blast to drive but utterly fails the luxury part its most like a entrylevelplainasvanillasportssedan all function and nothing nice about itnothing anout it where you grin a bit to yourself knowing you have a better car than most people and one that you could feel okay with having a vallet park itgm other than the cts isnt doing very well here few manuals and either its decontented to the point of rentalfleet starknessand leather seats alone dont fix this something mercedes should note with its cclass lately or it has suspension thats as soft as a nerf toyi think top gearuk auto show said it bestthe americans just dont seem to get luxury their idea of it is to just make it bigger
kdshapiro,2007-02-12 19:38:48+00:00,gee whiz i meant the ctsv
rockylee,2007-02-12 19:50:17+00:00,that my friends is a factory tuned performance oriented car so is the acura tl types well kindathe grand prix certainly isnt a ellps however if the new g8 had a badge other than a pontiac it would be a ellps because its interior is just as good as if not better than the new mercedes cclass which will be considered a ellps rocky
kdshapiro,2007-02-12 20:07:48+00:00,however if the new g8 had a badge other than a pontiac it would be a ellpsdisagree pontiac does not produce luxury vehiclesyou know you could fire up your own thread and include whatever vehicles you want in that discussion almost every manufacturer has an option for leather having a leather option with some hp behind it doesnt make that vehicle an ellps
rockylee,2007-02-12 20:29:18+00:00,disagree pontiac does not produce luxury vehicles httpblogscarscomkickingtires200702g8interiorhtml httpwwwcaranddrivercompreviews123372008mercedesbenzcclasshtml click photoswell imho i would have to give the luxury nod to the pontiac g8 and its what 1520k cheaper and offers you world class performance i agree the badge is the only thing its missing from making it a ellps i guess if you care more about product than the badge the choice is clearly easy between these two shadesyou know you could fire up your own thread and include whatever vehicles you want in that discussionyeah i could but why i enjoy this one way to much you could also do the same almost every manufacturer has an option for leather having a leather option with some hp behind it doesnt make that vehicle an ellpswell that is true and i agree it takes more than just leather and power to be a ellps i often think some get to caught up with badges instead of letting the product do the talking i do see good product coming from non traditional luxury brands giving the traditonal luxury brands fits and my links from above is just one example rocky
qbrozen,2007-02-12 20:29:59+00:00,disagree pontiac does not produce luxury vehicles ummmm i thought that was his point if it had a badge other than pontiac
rockylee,2007-02-12 20:32:49+00:00,qbrozeni appreciate the kindness of you pointing that out rocky
ggesq,2007-02-12 20:56:46+00:00,ah thought the mkz had stick sigh that item is and was never negitiable even if its a specialorder option it has to be therewanna know what else it doesnt have insofar as it relates to transmissions it doesnt have a manumatic even the es 350 has one surprise
frisconick,2007-02-12 21:07:35+00:00,rocky i think pontiac makes some of the most attractive american cars i am sort of sorry i didnt check them out before i bought my tl in fact i think deep down that part of the reason i bought the tl was because it didnt have the bmw badge p
plekto,2007-02-12 21:10:07+00:00,it all goes back to the original sport sedans the original bmw 2002 and 3 series more than 30 years agoalmost 30 for the 3 seriesit must be built to be luxurious smaller than a buickmidsize car if possiblethough modern technology has enabled larger cars to qualify smaller and lighter is always preferred handle well and have a manual gearbox the is350 becomes just another luxury sedan and it costs a lot more than 40k by the time you get it out the door carsdirect price 37140 this is a stripped no options base model is350 its clearly moved itself out of this segment youll never ever find one though without at least 23 option packages so 40k is closer to a realistic price
kdshapiro,2007-02-12 21:37:50+00:00,ummmm i thought that was his point if it had a badge other than pontiac badge like what lexus the interior photos shows an ugly interior imho
qbrozen,2007-02-12 21:40:03+00:00,does it matter his point was simply that pontiac is not a luxury brand he admitted that in his original post not everything has to be a war
kdshapiro,2007-02-12 21:42:53+00:00,no hes saying the interior is better than the mercedes c i disagree and yes i misread the point about the gp not being an ellps but i dont think the interior is any great shakes
qbrozen,2007-02-12 21:48:41+00:00,thats fine you guys can argue about the interior all you want
blueguydotcom,2007-02-12 21:49:07+00:00,yeah what a great deal a 300c sized car with an underpowered v8 and low gas mileage oh gimme more
qbrozen,2007-02-12 21:54:33+00:00,alright we really shouldnt be discussing it here but 362 hp is underpowered i guess the 300c is grossly underpowered at least the g8 will supposedly come with a stick
rockylee,2007-02-12 21:59:38+00:00,lol id still to this day buy the tl over everything pontiac currently offers and thats coming from a gm guy the g8 isnt a ellps because of its badge if you put a different emblem like a luxury nameplate badge on it then i think it has enough credibility on interiorexterior gadgets to be a ellps the g8 has the highest quality interior to ever be installed in a pontiac car this is all good news from gm because it raises the bar another step higher for the comapany while many will argue the mercedes has more luxury which may be true a unbiased person would be blinde to not appreciate the g8s fit and finish for a car starting out at around 26k and will top out around 33k i do think some ellps buyers will cross shop the g8 because it offers a lot of value the 2008 cadillac cts is a ellps no matter how you slice i should be shocked that a few wont acknowledge it as such but deep down im not a bit surprised surprise rocky
rockylee,2007-02-12 22:03:54+00:00,the interior color choice ruins it a bit btw that isnt production color as its been noted on this and other sites i respectfully disagree with your position on g8s interior the mercedes c class was surprisingly plain i guess ive always admired mercedes interiors and the plainess caught me off guard for a car costig that kind of money is all rocky
blueguydotcom,2007-02-12 22:08:24+00:00,take a look at the power to weight and the actual performance considering the car has a v8 i found the numbers listed rather underwhelming
rockylee,2007-02-12 22:09:52+00:00,since when was 362 hp on regular gas underpowered that is 62 more horsepower than your beloved bmw 335i bluedotguy i will acknowledge the 335i from a size and weight standpoint will out run the g8 gt but once the holden commodore hsvgxp version arrives that will all change as motor trend reported a 502 hp 70 ls7 v8 is in the works i suppose that also will be considered underpowered as well confuse rocky
blueguydotcom,2007-02-12 22:12:33+00:00,362 out of a v8 underwhelmed considering the cars behemoth size its not gonna be an entry lux car its more of a maxima with a v8no matter how much power its just too darn big too
pat,2007-02-12 22:13:58+00:00,were all in agreement the g8 doesnt belong here so lets leave it out
joe131,2007-02-12 22:22:42+00:00,yep thats him
frisconick,2007-02-12 22:24:14+00:00,i was surprised how big the tl is it just does not look that big plust its a heavey car too surprise
rockylee,2007-02-12 22:26:16+00:00,i dont think the tl is all that heavy it was pretty nimble for me rocky
joe131,2007-02-12 22:27:49+00:00,slowporkycrampedexpensive
joe131,2007-02-12 22:31:29+00:00,nope wrong criteriabrand is all importanta manual transmission is not at all important to make the cut
rockylee,2007-02-12 22:45:16+00:00,060 in 66 is slow well maybeyeah it might be porky but its one of the safest cars you can own cramped when compared to a 335i or is 350 its like a limo in size it only gets expensive when you add every option including awd its still is less than a fully loaded 335i or is 350 rocky
blueguydotcom,2007-02-12 22:51:26+00:00,yes 66 seconds is slow even generic compacts like the gti are faster than that this is 2007 not 2002 anything over 55 seconds seems a little last generation weve got the g35 is350 and 335i pulling near to sub 5 seconds 60 sprints
rockylee,2007-02-12 23:00:27+00:00,okay fair enoughrocky
plekto,2007-02-12 23:16:22+00:00,weve got the g35 is350 and 335i pulling near to sub 5 seconds 60 sprintsyet all three of those arent entrylevel they belong in the regular or mainstream luxury performance car category based upon price alone if nothing else
blueguydotcom,2007-02-12 23:20:17+00:00,how do you figure average selling price of a car in 2007 is 30k so therefore isnt 40k or so entry level luxury
pat,2007-02-12 23:22:11+00:00,that was my point about the defining first post being five years old i agree with you and i believe at this point going beyond 40k to some degree is warrantedin any case those vehicles are definitely staples of this discussion
plekto,2007-02-12 23:35:44+00:00,the optimal pricepoint for an entrylevel car like this should be exactly the average selling price or 30k the is 350 no stickshift gone if lexus added manual back for 2008 which given the upcoming cts they might id gladly welcome it back theres zero point in having 300hp in a smaller car like this and castrating it with a less than great automatic the g35 sport has manual and is right at 33k or so it fits this discussion its also nicely equipped as is you dont need 6k in options to make it a nice carcars direct target price 32950 the 335i isnt bmws entrylevel offering in this category so it fails based upon that criteriacarsdirect price 38560 this is for one with vinyl seats and not even the upgraded suspension that youd want no need to make it stand out from the competitionthe focus needs to be on least expensive luxury performance sedans and 40k isnt being frugal or sometihng that an average firsttime buyer in this segment really wants to pay
pat,2007-02-12 23:40:48+00:00,plekto those cars are part of this discussion and that is not going to change if you dont want to talk about them thats fine just ignore them
kdshapiro,2007-02-12 23:59:39+00:00,easily top out over 40 without trying until recently the bottom of the line infiniti had cloth the germans allow you to option out the vehicle as you want the 3 series is the bottom of the line of bmws lineup add one option to the lexus and the price jumps by 7k this forum is not the frugal shopping section of edmundsa first time buyer who wants a more sporty 2007 vehicle than a family sedan but doesnt want to pay over 30k out the door is out of luck in this segment
plekto,2007-02-13 00:08:22+00:00,the original post itself stipulated that a manual transmission as nonnegotiable and it still is lexus needs to bring a manual option back because to people who dominate this segment its not even close to the real thing without itas for the 335i the 330 is bmws entrylevel option according to them if you start letting in upperlevel offerings of simmilar cars well then we might as well put the ctsv or the s60r in as wellps while 30k may be hard to do 30k or so for a base price before options is very much the goal of many buyers ie theyll squeeze up to 35k or so but take the 335i you can easily bloat it up to 45k or more which is just not in the same pricerange
pat,2007-02-13 00:15:55+00:00,the topic has been welldefined for quite some time i guess there was a point where posters lost sight of the stick being a requirement while i personally prefer a stick as do many here there is some logic in letting it go as an absolute requirement as manual trannies become harder to find and as fewer and fewer folks unfortunately demand itthe ctsv and s60r are clearly overkill for this particular conversationi think it would be a good thing if we talked about the cars listed at the top of this page and stop worrying about what should or should not be included in this discussion that has done just fine for a very long time within its defined yet reasonably elastic given what has changed over time parametersit would be great if anyone who wants to change the topic goes ahead and fires up another we can never have too many places to debate these vehicles eh edit in response to your edit as ive said a five year old post defining the pricepoint needs to be taken with several inflated grains of salt there is no reason to hold on to a five year old 40k ceiling
kdshapiro,2007-02-13 00:24:50+00:00,all of the cars only the a4 might allow you get out the door for 30k face it this is a speciality segment prices are not like the midsize family sedan segmentwhy dont you start your own discussion with the makes models and price of your choice this way you can exclude the upper echelon of the bottom rung
plekto,2007-02-13 00:25:51+00:00,i dont see why 40k isnt just as fair a ceiling as it used to be it keeps you firmly in entrylevel territory and is exactly one notch above the typical spongy boxesrental fleet fodderthe g35 sedan the cts the s60 and 330i and a slew of others arent even 35k and are fine examples of this type of car a couple of them like the cts start at under 30k 40k is still more than enough to buy a few options and get it out the door imomost people here want to raise that limit for one and only one reason the 335i but thats as unfair as the is350 is because the is250 is clearly what lexus is offering as their entrylevel sports sedanand the 330i isnt a halfbad car either make no mistake about it it runs neck and neck with many of the others
kdshapiro,2007-02-13 00:32:00+00:00,with options almost every vehicle goes above 40k so you are in favor of eliminating the vehicle if it can be optioned out over 40k or are you just trying to twist the argument a bit the base price of every vehicle listed is below 40k and can be optioned to over 40kplease stop talking about the 330 you cannot buy a 2007 330 sedan or coupe the 335i leaves em in the dust
imidazol97,2007-02-13 00:39:45+00:00,i read the date on post 1 when i copied the beginning criteria to the recent post and it didnt register about cost increase i should have realized it has changedi used an inflation calculator and the 30000 and 40000 went to 33333 and 45000 approx thats about 2 per year
plekto,2007-02-13 03:58:36+00:00,yet its clear that cars get a bit less expensive every generation as well at least in be entrylevel of each segment you can thank hyundai and others for putting pressure on the older playersafterall the price increase on a base cts isnt hardly a blip the next one may be a little more money but certainly not 34k morei think part of it is that 40k still sticks in most buyers minds as wait a second thats expensive certainly to people lokoing for entrylevel anything
ggesq,2007-02-13 04:06:12+00:00,buying a 35k45k ellps is not just about making the purchase people have to factor in tco in reality if folks are taking a second look at the price then they really shouldnt be looking in this segment
dfc3,2007-02-13 05:02:31+00:00,whereas i agree that 40000 shouldnt be a cap anymore maybe something like 45000 should as a mercedesbenz c class owner the c350 with options can still be had for well under 45000 but not under 40000 id imagine the bmw 3 series would fit the same bill for the best enginepackage in the line
plekto,2007-02-13 07:07:02+00:00,thats just plain silly it says at the top of this pageentry level luxury performance sedans httpwwwautotradercomfycvdpjspncalid1223979carid209707423so tell me why this shouldnt be included as well its brand new and its under 43ka 2007 is 48k btwi can hear it now everyone crying foul while at the same time saying that the upperendmore powerful versions of the lexus 3 series or cclass somehow should be allowed but its not entryleveland neither are the highperformance versions of the 3 c and is either 40k is a good limit because it takes almost of these soupedup sedans out of the competitionand technicaly you can get a 338i for under 40k so no whining though its clearly not bmws entrylevel offering it does squeek under the line
joe131,2007-02-13 07:18:41+00:00,and vw is not a luxury nameplate and passat is not vws entry level sedan either sorry dont mention it in here again passat fails to make the grade
joe131,2007-02-13 07:23:40+00:00,yeah these 3 are entry level sedans within their luxury nameplates offerings well the is250 is and the is350 is pretty much just an optional engine in that entry carprice does not determine whether its an ellps
